Msg_id: 16437526954  [Distress: , LIWC Sad: ]
Msg_id: 16002004461  [Distress: , LIWC Sad: ]
Msg_id: 15271577129  [Distress: , LIWC Sad: ]
Msg_id: 16015951214  [Distress: , LIWC Sad: ]
Msg_id: 16244696463  [Distress: , LIWC Sad: ]
Msg_id: 15427966158  [Distress: , LIWC Sad: ]
Msg_id: 16438563883  [Distress: , depressive_feelings: ]
Msg_id: 15983392173  [Distress: , LIWC Sad: ]
Msg_id: 15377371059  [Distress: , LIWC Sad: ]
Msg_id: 14958538948  [Distress: , self_harm: ]
Msg_id: 15892365731  [Distress: , LIWC Sad: ]
Msg_id: 15183863702  [Distress: , depression_symptoms: ]
Msg_id: 14887333258  [Distress: , LIWC Sad: ]
Msg_id: 14655306424  [Distress: , family_violence_discord: ]
Msg_id: 15588139912  [Distress: , LIWC Sad: ]
Msg_id: 14731993271  [Distress: , LIWC Sad: ]
Msg_id: 14572348094  [Distress: , LIWC Sad: ]
Msg_id: 16403326827  [Distress: , LIWC Sad: ]
Msg_id: 14950847753  [Distress: , LIWC Sad: ]
Msg_id: 15133146355  [Distress: , LIWC Sad: ]
Msg_id: 14542882492  [Distress: , LIWC Sad: ]
Msg_id: 15756061165  [Distress: , LIWC Sad: ]
Msg_id: 16344260036  [Distress: , LIWC Sad: ]
Msg_id: 15462074337  [Distress: , LIWC Sad: ]
Msg_id: 15300893628  [Distress: , depression_symptoms: ]
Msg_id: 16192586846  [Distress: , family_violence_discord: ]
Msg_id: 14667922336  [Distress: , LIWC Sad: ]
Msg_id: 15212576196  [Distress: , LIWC Sad: ]
Msg_id: 14954234200  [Distress: , LIWC Sad: ]
Msg_id: 14290390801  [Distress: , suicide_ideation: ]
Msg_id: 15550888933  [Distress: , suicide_ideation: ]
Msg_id: 15935672073  [Distress: , LIWC Sad: ]
Msg_id: 15357850017  [Distress: , self_harm: ]
Msg_id: 15784965142  [Distress: , suicide_ideation: ]
Msg_id: 15755603799  [Distress: , LIWC Sad: ]
Msg_id: 16428731532  [Distress: , LIWC Sad: ]
Msg_id: 15202740378  [Distress: , LIWC Sad: ]
Msg_id: 16138913943  [Distress: , LIWC Sad: ]
Msg_id: 15969616103  [Distress: , suicide_ideation: ]
Msg_id: 15978721993  [Distress: , drug_abuse: ]
Msg_id: 15329653960  [Distress: , LIWC Sad: ]
Msg_id: 15464749027  [Distress: , LIWC Sad: ]
Msg_id: 15301609908  [Distress: , LIWC Sad: ]
Msg_id: 14881196043  [Distress: , LIWC Sad: ]
Msg_id: 14388013246  [Distress: , LIWC Sad: ]
Msg_id: 16167459583  [Distress: , LIWC Sad: ]
Msg_id: 16256717435  [Distress: , LIWC Sad: ]
Msg_id: 16221493834  [Distress: , LIWC Sad: ]
Msg_id: 16331764201  [Distress: , gun_ownership: ]
Msg_id: 14734467856  [Distress: , LIWC Sad: ]
Msg_id: 16256510603  [Distress: , LIWC Sad: ]
Msg_id: 14985960154  [Distress: , depressive_feelings: ]
Msg_id: 15415623206  [Distress: , LIWC Sad: ]
Msg_id: 16333320196  [Distress: , LIWC Sad: ]
Msg_id: 15602038129  [Distress: , LIWC Sad: ]
Msg_id: 14762763135  [Distress: , LIWC Sad: ]
Msg_id: 16334175975  [Distress: , depressive_feelings: ]
Msg_id: 15009892394  [Distress: , LIWC Sad: ]
Msg_id: 16117159358  [Distress: , self_harm: ]
Msg_id: 14735244073  [Distress: , LIWC Sad: ]
Msg_id: 15628738457  [Distress: , LIWC Sad: ]
Msg_id: 15113272998  [Distress: , LIWC Sad: ]
Msg_id: 16227854926  [Distress: , LIWC Sad: ]
Msg_id: 14264141829  [Distress: , LIWC Sad: ]
Msg_id: 15959037252  [Distress: , LIWC Sad: ]
Msg_id: 14268094500  [Distress: , LIWC Sad: ]
Msg_id: 15245788416  [Distress: , LIWC Sad: ]
Msg_id: 16272804554  [Distress: , LIWC Sad: ]
Msg_id: 16263560391  [Distress: , suicide_ideation: ]
Msg_id: 15472199206  [Distress: , LIWC Sad: ]
Msg_id: 14680707413  [Distress: , LIWC Sad: ]
Msg_id: 15212875327  [Distress: , LIWC Sad: ]
Msg_id: 14403733715  [Distress: , LIWC Sad: ]
Msg_id: 15219122968  [Distress: , LIWC Sad: ]
Msg_id: 15677376388  [Distress: , LIWC Sad: ]
Msg_id: 16431629385  [Distress: , depressive_feelings: ]
Msg_id: 15676375970  [Distress: , LIWC Sad: ]
Msg_id: 15149863236  [Distress: , LIWC Sad: ]
Msg_id: 15966474797  [Distress: , LIWC Sad: ]
Msg_id: 16338306551  [Distress: , LIWC Sad: ]
Msg_id: 16281225908  [Distress: , LIWC Sad: ]
Msg_id: 14922595301  [Distress: , depressive_feelings: ]
Msg_id: 16272655650  [Distress: , LIWC Sad: ]
Msg_id: 16341545905  [Distress: , LIWC Sad: ]
Msg_id: 15080325663  [Distress: , LIWC Sad: ]
Msg_id: 16278090395  [Distress: , LIWC Sad: ]
Msg_id: 15280133965  [Distress: , LIWC Sad: ]
Msg_id: 16015957864  [Distress: , LIWC Sad: ]
Msg_id: 15374930981  [Distress: , LIWC Sad: ]
Msg_id: 15278295079  [Distress: , LIWC Sad: ]
Msg_id: 15304639795  [Distress: , LIWC Sad: ]
Msg_id: 15262357206  [Distress: , LIWC Sad: ]
Msg_id: 15341054879  [Distress: , depressive_feelings: ]
Msg_id: 15230527419  [Distress: , self_harm: ]
Msg_id: 15375183820  [Distress: , depressive_feelings: ]
Msg_id: 14738579657  [Distress: , LIWC Sad: ]
Msg_id: 16240426156  [Distress: , LIWC Sad: ]
Msg_id: 16404071397  [Distress: , LIWC Sad: ]
Msg_id: 15753175018  [Distress: , LIWC Sad: ]
Msg_id: 15927993985  [Distress: , LIWC Sad: ]
Msg_id: 15013992483  [Distress: , LIWC Sad: ]
Msg_id: 14880399207  [Distress: , LIWC Sad: ]
Msg_id: 15051910899  [Distress: , LIWC Sad: ]
Msg_id: 15070242993  [Distress: , LIWC Sad: ]
Msg_id: 15302450191  [Distress: , depressive_feelings: ]
Msg_id: 15506601944  [Distress: , depressive_feelings: ]
Msg_id: 15507518266  [Distress: , LIWC Sad: ]
Msg_id: 15213795035  [Distress: , LIWC Sad: ]
Msg_id: 14994278840  [Distress: , LIWC Sad: ]
Msg_id: 15892434019  [Distress: , LIWC Sad: ]
Msg_id: 16151130516  [Distress: , depressive_feelings: ]
Msg_id: 14730699292  [Distress: , LIWC Sad: ]
Msg_id: 16383393153  [Distress: , LIWC Sad: ]
Msg_id: 14968838096  [Distress: , LIWC Sad: ]
Msg_id: 15383061718  [Distress: , LIWC Sad: ]
Msg_id: 14481034188  [Distress: , LIWC Sad: ]
Msg_id: 15982753256  [Distress: , depression_symptoms: ]
Msg_id: 16351396595  [Distress: , LIWC Sad: ]
Msg_id: 15680817591  [Distress: , LIWC Sad: ]
Msg_id: 16191181149  [Distress: , LIWC Sad: ]
Msg_id: 15386078605  [Distress: , depressive_feelings: ]
Msg_id: 15988523041  [Distress: , LIWC Sad: ]
Msg_id: 15356247852  [Distress: , LIWC Sad: ]
Msg_id: 15457903074  [Distress: , LIWC Sad: ]
Msg_id: 16401641959  [Distress: , family_violence_discord: ]
Msg_id: 14929091556  [Distress: , self_harm: ]
Msg_id: 14315222556  [Distress: , LIWC Sad: ]
Msg_id: 14959563586  [Distress: , LIWC Sad: ]
Msg_id: 15875081773  [Distress: , depressive_feelings: ]
Msg_id: 15908608819  [Distress: , depressive_feelings: ]
Msg_id: 14318235172  [Distress: , depressive_feelings: ]
Msg_id: 16449462305  [Distress: , LIWC Sad: ]
Msg_id: 15208117301  [Distress: , depressive_feelings: ]
Msg_id: 15457441815  [Distress: , LIWC Sad: ]
Msg_id: 15097955114  [Distress: , LIWC Sad: ]
Msg_id: 16018905842  [Distress: , LIWC Sad: ]
Msg_id: 15964851204  [Distress: , LIWC Sad: ]
Msg_id: 15962292943  [Distress: , depressive_feelings: ]
Msg_id: 15674248916  [Distress: , LIWC Sad: ]
Msg_id: 15353157919  [Distress: , LIWC Sad: ]
Msg_id: 15478354845  [Distress: , LIWC Sad: ]
Msg_id: 16326100305  [Distress: , LIWC Sad: ]
Msg_id: 15045887110  [Distress: , LIWC Sad: ]
Msg_id: 15337107076  [Distress: , LIWC Sad: ]
Msg_id: 16350409578  [Distress: , depressive_feelings: ]
Msg_id: 16196860143  [Distress: , LIWC Sad: ]
Msg_id: 15454748274  [Distress: , LIWC Sad: ]
Msg_id: 14269514639  [Distress: , LIWC Sad: ]
Msg_id: 15541899067  [Distress: , LIWC Sad: ]
Msg_id: 15428075628  [Distress: , LIWC Sad: ]
Msg_id: 14991578129  [Distress: , LIWC Sad: ]
Msg_id: 15397551649  [Distress: , LIWC Sad: ]
Msg_id: 14598870596  [Distress: , LIWC Sad: ]
Msg_id: 15609291370  [Distress: , LIWC Sad: ]
Msg_id: 16279423222  [Distress: , LIWC Sad: ]
Msg_id: 16196939282  [Distress: , LIWC Sad: ]
Msg_id: 14769376566  [Distress: , LIWC Sad: ]
Msg_id: 15388877974  [Distress: , LIWC Sad: ]
Msg_id: 15562429736  [Distress: , family_violence_discord: ]
Msg_id: 15601740712  [Distress: , depressive_feelings: ]
Msg_id: 15268955291  [Distress: , drug_abuse: ]
Msg_id: 15276191137  [Distress: , bullying: ]
Msg_id: 16323999840  [Distress: , family_violence_discord: ]
Msg_id: 15597398135  [Distress: , suicide_ideation: ]
Msg_id: 15755421397  [Distress: , LIWC Sad: ]
Msg_id: 15860686201  [Distress: , bullying: ]
Msg_id: 16280232415  [Distress: , LIWC Sad: ]
Msg_id: 15010355469  [Distress: , self_harm: ]
Msg_id: 14270101163  [Distress: , LIWC Sad: ]
Msg_id: 15266153920  [Distress: , suicide_ideation: ]
Msg_id: 16306350301  [Distress: , suicide_ideation: ]
Msg_id: 15759971734  [Distress: , suicide_ideation: ]
Msg_id: 14408717566  [Distress: , LIWC Sad: ]
Msg_id: 15268608724  [Distress: , self_harm: ]
Msg_id: 16392827970  [Distress: , suicide_ideation: ]
Msg_id: 15753979034  [Distress: , LIWC Sad: ]
Msg_id: 15624750881  [Distress: , depressive_feelings: ]
Msg_id: 15760623241  [Distress: , LIWC Sad: ]
Msg_id: 16493945672  [Distress: , LIWC Sad: ]
Msg_id: 15763090101  [Distress: , LIWC Sad: ]
Msg_id: 16200000593  [Distress: , LIWC Sad: ]
Msg_id: 16195534312  [Distress: , depressive_feelings: ]
Msg_id: 14743989907  [Distress: , family_violence_discord: ]
Msg_id: 14400111295  [Distress: , LIWC Sad: ]
Msg_id: 15287259702  [Distress: , LIWC Sad: ]
Msg_id: 14817636202  [Distress: , LIWC Sad: ]
Msg_id: 16119032222  [Distress: , LIWC Sad: ]
Msg_id: 15029684048  [Distress: , LIWC Sad: ]
Msg_id: 14318535019  [Distress: , impulsivity: ]
Msg_id: 16427153600  [Distress: , LIWC Sad: ]
Msg_id: 15566077279  [Distress: , LIWC Sad: ]
Msg_id: 16270500189  [Distress: , depressive_feelings: ]
Msg_id: 15341188240  [Distress: , LIWC Sad: ]
Msg_id: 15324632504  [Distress: , LIWC Sad: ]
Msg_id: 16115238203  [Distress: , LIWC Sad: ]
Msg_id: 14321308735  [Distress: , LIWC Sad: ]
Msg_id: 16164605315  [Distress: , LIWC Sad: ]
Msg_id: 16284256194  [Distress: , suicide_ideation: ]
Msg_id: 14446148923  [Distress: , LIWC Sad: ]
Msg_id: 16268623576  [Distress: , LIWC Sad: ]
Msg_id: 14967761129  [Distress: , depressive_feelings: ]
Msg_id: 15689445668  [Distress: , LIWC Sad: ]
Msg_id: 14677344962  [Distress: , depression_symptoms: ]
Msg_id: 16494180975  [Distress: , LIWC Sad: ]
Msg_id: 15601697077  [Distress: , LIWC Sad: ]
Msg_id: 14530070077  [Distress: , LIWC Sad: ]
Msg_id: 16342518794  [Distress: , LIWC Sad: ]
Msg_id: 14769682521  [Distress: , LIWC Sad: ]
Msg_id: 15016062363  [Distress: , LIWC Sad: ]
Msg_id: 16430812197  [Distress: , suicide_ideation: ]
Msg_id: 15075455283  [Distress: , suicide_ideation: ]
Msg_id: 14699025868  [Distress: , depression_symptoms: ]
Msg_id: 14949954691  [Distress: , suicide_ideation: ]
Msg_id: 15074562501  [Distress: , LIWC Sad: ]
Msg_id: 14818840156  [Distress: , LIWC Sad: ]
Msg_id: 16281742299  [Distress: , depression_symptoms: ]
Msg_id: 15340116775  [Distress: , LIWC Sad: ]
Msg_id: 16310998568  [Distress: , LIWC Sad: ]
Msg_id: 15275817294  [Distress: , LIWC Sad: ]
Msg_id: 16379596942  [Distress: , LIWC Sad: ]
Msg_id: 14480127430  [Distress: , LIWC Sad: ]
Msg_id: 16274878345  [Distress: , LIWC Sad: ]
Msg_id: 16270896681  [Distress: , drug_abuse: ]
Msg_id: 14777198944  [Distress: , LIWC Sad: ]
Msg_id: 15330809499  [Distress: , LIWC Sad: ]
Msg_id: 15025406417  [Distress: , LIWC Sad: ]
Msg_id: 14585937396  [Distress: , LIWC Sad: ]
Msg_id: 16339993954  [Distress: , LIWC Sad: ]
Msg_id: 15408563215  [Distress: , LIWC Sad: ]
Msg_id: 15475806475  [Distress: , LIWC Sad: ]
Msg_id: 15632831037  [Distress: , LIWC Sad: ]
Msg_id: 16225043580  [Distress: , LIWC Sad: ]
Msg_id: 14574887314  [Distress: , LIWC Sad: ]
Msg_id: 16109558486  [Distress: , depressive_feelings: ]
Msg_id: 14856888061  [Distress: , gun_ownership: ]
Msg_id: 14342579487  [Distress: , LIWC Sad: ]
Msg_id: 16412809984  [Distress: , suicide_ideation: ]
Msg_id: 15891043604  [Distress: , LIWC Sad: ]
Msg_id: 15940898500  [Distress: , LIWC Sad: ]
Msg_id: 15753038885  [Distress: , depressive_feelings: ]
Msg_id: 14322901600  [Distress: , LIWC Sad: ]
Msg_id: 16354716462  [Distress: , suicide_ideation: ]
Msg_id: 14768524997  [Distress: , LIWC Sad: ]
Msg_id: 14972769690  [Distress: , depressive_feelings: ]
Msg_id: 15211639022  [Distress: , LIWC Sad: ]
Msg_id: 14538288569  [Distress: , LIWC Sad: ]
Msg_id: 15264522010  [Distress: , LIWC Sad: ]
Msg_id: 15712497457  [Distress: , depressive_feelings: ]
Msg_id: 15761828308  [Distress: , LIWC Sad: ]
Msg_id: 14888032228  [Distress: , depressive_feelings: ]
Msg_id: 14396996688  [Distress: , LIWC Sad: ]
Msg_id: 15762909189  [Distress: , LIWC Sad: ]
Msg_id: 14835725862  [Distress: , depressive_feelings: ]
Msg_id: 14884077904  [Distress: , LIWC Sad: ]
Msg_id: 15765236152  [Distress: , LIWC Sad: ]
Msg_id: 16472937233  [Distress: , LIWC Sad: ]
Msg_id: 15252923256  [Distress: , impulsivity: ]
Msg_id: 15711723314  [Distress: , gun_ownership: ]
Msg_id: 15903480349  [Distress: , LIWC Sad: ]
Msg_id: 15451433576  [Distress: , LIWC Sad: ]
Msg_id: 15875553044  [Distress: , suicide_ideation: ]
Msg_id: 14832675749  [Distress: , LIWC Sad: ]
Msg_id: 14739129167  [Distress: , LIWC Sad: ]
Msg_id: 15074535264  [Distress: , LIWC Sad: ]
Msg_id: 15273102231  [Distress: , LIWC Sad: ]
Msg_id: 16385381198  [Distress: , depression_symptoms: ]
Msg_id: 14988432653  [Distress: , gun_ownership: ]
Msg_id: 16384284723  [Distress: , LIWC Sad: ]
Msg_id: 14726571674  [Distress: , LIWC Sad: ]
Msg_id: 15752761663  [Distress: , LIWC Sad: ]
Msg_id: 16005747611  [Distress: , LIWC Sad: ]
Msg_id: 15338660837  [Distress: , LIWC Sad: ]
Msg_id: 14648460319  [Distress: , depressive_feelings: ]
Msg_id: 14314268721  [Distress: , LIWC Sad: ]
Msg_id: 14274893798  [Distress: , family_violence_discord: ]
Msg_id: 14309580389  [Distress: , depressive_feelings: ]
Msg_id: 14938396122  [Distress: , LIWC Sad: ]
Msg_id: 14311243412  [Distress: , LIWC Sad: ]
Msg_id: 14903142128  [Distress: , LIWC Sad: ]
Msg_id: 15460442163  [Distress: , LIWC Sad: ]
Msg_id: 15940381139  [Distress: , LIWC Sad: ]
Msg_id: 15676145855  [Distress: , depressive_feelings: ]
Msg_id: 16077005582  [Distress: , LIWC Sad: ]
Msg_id: 15479245104  [Distress: , suicide_ideation: ]
Msg_id: 16513906222  [Distress: , LIWC Sad: ]
Msg_id: 14777720065  [Distress: , self_harm: ]
Msg_id: 16438502350  [Distress: , LIWC Sad: ]
Msg_id: 16283836172  [Distress: , LIWC Sad: ]
Msg_id: 15311260973  [Distress: , LIWC Sad: ]
Msg_id: 16338978348  [Distress: , LIWC Sad: ]
Msg_id: 14769223882  [Distress: , LIWC Sad: ]
Msg_id: 15726344137  [Distress: , suicide_ideation: ]
Msg_id: 15123935140  [Distress: , LIWC Sad: ]
Msg_id: 15610789575  [Distress: , LIWC Sad: ]
Msg_id: 14946615204  [Distress: , LIWC Sad: ]
Msg_id: 15903029991  [Distress: , depressive_feelings: ]
Msg_id: 15641563591  [Distress: , LIWC Sad: ]
Msg_id: 14543324759  [Distress: , LIWC Sad: ]
Msg_id: 14703450287  [Distress: , depressive_feelings: ]
Msg_id: 14883755808  [Distress: , depressive_feelings: ]
Msg_id: 15343305819  [Distress: , LIWC Sad: ]
Msg_id: 16498220341  [Distress: , LIWC Sad: ]
Msg_id: 15906918480  [Distress: , depressive_feelings: ]
Msg_id: 15639399674  [Distress: , LIWC Sad: ]
Msg_id: 14313784519  [Distress: , self_harm: ]
Msg_id: 14381069617  [Distress: , LIWC Sad: ]
Msg_id: 16277415017  [Distress: , family_violence_discord: ]
Msg_id: 14919647738  [Distress: , depressive_feelings: ]
Msg_id: 14951655079  [Distress: , LIWC Sad: ]
Msg_id: 14484756175  [Distress: , LIWC Sad: ]
Msg_id: 15272517873  [Distress: , depressive_feelings: ]
Msg_id: 14883816639  [Distress: , LIWC Sad: ]
Msg_id: 16465427101  [Distress: , LIWC Sad: ]
Msg_id: 14523665747  [Distress: , suicide_ideation: ]
Msg_id: 15384239358  [Distress: , LIWC Sad: ]
Msg_id: 16534204267  [Distress: , depression_symptoms: ]
Msg_id: 14495590896  [Distress: , LIWC Sad: ]
Msg_id: 15642661956  [Distress: , depressive_feelings: ]
Msg_id: 15353923904  [Distress: , LIWC Sad: ]
Msg_id: 14805828485  [Distress: , LIWC Sad: ]
Msg_id: 16516132955  [Distress: , LIWC Sad: ]
Msg_id: 16392739254  [Distress: , depressive_feelings: ]
Msg_id: 16393298683  [Distress: , LIWC Sad: ]
Msg_id: 16119575005  [Distress: , LIWC Sad: ]
Msg_id: 15215638116  [Distress: , LIWC Sad: ]
Msg_id: 14885861833  [Distress: , LIWC Sad: ]
Msg_id: 15126216700  [Distress: , depressive_feelings: ]
Msg_id: 15270293426  [Distress: , LIWC Sad: ]
Msg_id: 14565827262  [Distress: , LIWC Sad: ]
Msg_id: 14923999180  [Distress: , LIWC Sad: ]
Msg_id: 15068720623  [Distress: , LIWC Sad: ]
Msg_id: 14359260971  [Distress: , LIWC Sad: ]
Msg_id: 15611689852  [Distress: , depression_symptoms: ]
Msg_id: 16086604219  [Distress: , LIWC Sad: ]
Msg_id: 16150987479  [Distress: , depressive_feelings: ]
Msg_id: 15718118434  [Distress: , LIWC Sad: ]
Msg_id: 15756959926  [Distress: , LIWC Sad: ]
Msg_id: 15389246855  [Distress: , depression_symptoms: ]
Msg_id: 15546360674  [Distress: , suicide_ideation: ]
Msg_id: 14271185841  [Distress: , LIWC Sad: ]
Msg_id: 15320459334  [Distress: , LIWC Sad: ]
Msg_id: 15784832773  [Distress: , LIWC Sad: ]
Msg_id: 14921355110  [Distress: , family_violence_discord: ]
Msg_id: 16194222991  [Distress: , LIWC Sad: ]
Msg_id: 15212005923  [Distress: , family_violence_discord: ]
Msg_id: 14431441693  [Distress: , family_violence_discord: ]
Msg_id: 14415986695  [Distress: , LIWC Sad: ]
Msg_id: 15219564695  [Distress: , LIWC Sad: ]
Msg_id: 15802919652  [Distress: , LIWC Sad: ]
Msg_id: 14812661906  [Distress: , depression_symptoms: ]
Msg_id: 15745953879  [Distress: , depressive_feelings: ]
Msg_id: 14776137321  [Distress: , self_harm: ]
Msg_id: 14803676796  [Distress: , depressive_feelings: ]
Msg_id: 16261446530  [Distress: , LIWC Sad: ]
Msg_id: 16285648707  [Distress: , LIWC Sad: ]
Msg_id: 15210195294  [Distress: , LIWC Sad: ]
Msg_id: 16353883922  [Distress: , depressive_feelings: ]
Msg_id: 16127361303  [Distress: , depression_symptoms: ]
Msg_id: 14776274109  [Distress: , LIWC Sad: ]
Msg_id: 14885305083  [Distress: , impulsivity: ]
Msg_id: 15381946712  [Distress: , LIWC Sad: ]
Msg_id: 15262046340  [Distress: , depressive_feelings: ]
Msg_id: 15883693809  [Distress: , LIWC Sad: ]
Msg_id: 14885287663  [Distress: , LIWC Sad: ]
Msg_id: 14677258392  [Distress: , depression_symptoms: ]
Msg_id: 16343678403  [Distress: , LIWC Sad: ]
Msg_id: 15747765029  [Distress: , LIWC Sad: ]
Msg_id: 14974183487  [Distress: , LIWC Sad: ]
Msg_id: 15068542649  [Distress: , LIWC Sad: ]
Msg_id: 16355333922  [Distress: , depression_symptoms: ]
Msg_id: 15430459786  [Distress: , LIWC Sad: ]
Msg_id: 14481906554  [Distress: , suicide_ideation: ]
Msg_id: 14598996325  [Distress: , LIWC Sad: ]
Msg_id: 14805502357  [Distress: , LIWC Sad: ]
Msg_id: 15220252456  [Distress: , LIWC Sad: ]
Msg_id: 15279098669  [Distress: , LIWC Sad: ]
Msg_id: 14605827863  [Distress: , LIWC Sad: ]
Msg_id: 14497333093  [Distress: , LIWC Sad: ]
Msg_id: 14668180855  [Distress: , LIWC Sad: ]
Msg_id: 14543095556  [Distress: , LIWC Sad: ]
Msg_id: 16213111925  [Distress: , LIWC Sad: ]
Msg_id: 15129978912  [Distress: , LIWC Sad: ]
Msg_id: 15382728929  [Distress: , LIWC Sad: ]
Msg_id: 15621486606  [Distress: , LIWC Sad: ]
Msg_id: 15900265733  [Distress: , LIWC Sad: ]
Msg_id: 14455068512  [Distress: , LIWC Sad: ]
Msg_id: 14846755409  [Distress: , LIWC Sad: ]
Msg_id: 15220312431  [Distress: , depressive_feelings: ]
Msg_id: 15429293377  [Distress: , LIWC Sad: ]
Msg_id: 16373143771  [Distress: , self_harm: ]
Msg_id: 16084290643  [Distress: , LIWC Sad: ]
Msg_id: 15292189085  [Distress: , LIWC Sad: ]
Msg_id: 15216228002  [Distress: , LIWC Sad: ]
Msg_id: 15544530226  [Distress: , LIWC Sad: ]
Msg_id: 14780389418  [Distress: , LIWC Sad: ]
Msg_id: 14950454767  [Distress: , LIWC Sad: ]
Msg_id: 14417008507  [Distress: , LIWC Sad: ]
Msg_id: 16291224095  [Distress: , LIWC Sad: ]
Msg_id: 15107338106  [Distress: , LIWC Sad: ]
Msg_id: 16334666504  [Distress: , depressive_feelings: ]
Msg_id: 15680855771  [Distress: , LIWC Sad: ]
Msg_id: 16514771431  [Distress: , depressive_feelings: ]
Msg_id: 16357695295  [Distress: , LIWC Sad: ]
Msg_id: 16449598184  [Distress: , LIWC Sad: ]
Msg_id: 14831120940  [Distress: , LIWC Sad: ]
Msg_id: 14980475541  [Distress: , LIWC Sad: ]
Msg_id: 16355348366  [Distress: , LIWC Sad: ]
Msg_id: 14872034740  [Distress: , LIWC Sad: ]
Msg_id: 15465639486  [Distress: , LIWC Sad: ]
Msg_id: 16187252437  [Distress: , suicide_ideation: ]
Msg_id: 14958190581  [Distress: , LIWC Sad: ]
Msg_id: 15443379751  [Distress: , LIWC Sad: ]
Msg_id: 15352685684  [Distress: , LIWC Sad: ]
Msg_id: 14993554627  [Distress: , LIWC Sad: ]
Msg_id: 15639787668  [Distress: , suicide_ideation: ]
Msg_id: 15460213085  [Distress: , LIWC Sad: ]
Msg_id: 15291158971  [Distress: , LIWC Sad: ]
Msg_id: 15215151315  [Distress: , LIWC Sad: ]
Msg_id: 16514325017  [Distress: , depressive_feelings: ]
Msg_id: 15161317409  [Distress: , LIWC Sad: ]
Msg_id: 14972650843  [Distress: , depression_symptoms: ]
Msg_id: 15219449911  [Distress: , LIWC Sad: ]
Msg_id: 16431402355  [Distress: , depressive_feelings: ]
Msg_id: 16356587781  [Distress: , LIWC Sad: ]
Msg_id: 16339010485  [Distress: , depressive_feelings: ]
Msg_id: 14501215514  [Distress: , depressive_feelings: ]
Msg_id: 15430244694  [Distress: , family_violence_discord: ]
Msg_id: 16202231921  [Distress: , LIWC Sad: ]
Msg_id: 15271878758  [Distress: , LIWC Sad: ]
Msg_id: 16004858428  [Distress: , LIWC Sad: ]
Msg_id: 15579920311  [Distress: , LIWC Sad: ]
Msg_id: 16200138637  [Distress: , LIWC Sad: ]
Msg_id: 14990009442  [Distress: , depressive_feelings: ]
Msg_id: 15706834442  [Distress: , bullying: ]
Msg_id: 15475563179  [Distress: , suicide_ideation: ]
Msg_id: 14959251699  [Distress: , LIWC Sad: ]
Msg_id: 16384221619  [Distress: , LIWC Sad: ]
Msg_id: 15704891133  [Distress: , depressive_feelings: ]
Msg_id: 15298619852  [Distress: , LIWC Sad: ]
Msg_id: 14963149514  [Distress: , LIWC Sad: ]
Msg_id: 15390450577  [Distress: , LIWC Sad: ]
Msg_id: 15225970564  [Distress: , LIWC Sad: ]
Msg_id: 15896254826  [Distress: , LIWC Sad: ]
Msg_id: 16073595691  [Distress: , depressive_feelings: ]
Msg_id: 15892502097  [Distress: , depressive_feelings: ]
Msg_id: 15058904338  [Distress: , LIWC Sad: ]
Msg_id: 15630043459  [Distress: , LIWC Sad: ]
Msg_id: 15988005655  [Distress: , suicide_ideation: ]
Msg_id: 14321748739  [Distress: , LIWC Sad: ]
Msg_id: 14919786363  [Distress: , LIWC Sad: ]
Msg_id: 15239130660  [Distress: , suicide_ideation: ]
Msg_id: 15408768941  [Distress: , LIWC Sad: ]
Msg_id: 15186741030  [Distress: , LIWC Sad: ]
Msg_id: 16275337817  [Distress: , LIWC Sad: ]
Msg_id: 15681547331  [Distress: , suicide_ideation: ]
Msg_id: 14417893855  [Distress: , depression_symptoms: ]
Msg_id: 15996060089  [Distress: , LIWC Sad: ]
Msg_id: 15943526563  [Distress: , LIWC Sad: ]
Msg_id: 14887649099  [Distress: , LIWC Sad: ]
Msg_id: 14920289887  [Distress: , LIWC Sad: ]
Msg_id: 15139320737  [Distress: , LIWC Sad: ]
Msg_id: 16208838846  [Distress: , LIWC Sad: ]
Msg_id: 16348187305  [Distress: , depressive_feelings: ]
Msg_id: 16530448741  [Distress: , LIWC Sad: ]
Msg_id: 15389979431  [Distress: , LIWC Sad: ]
Msg_id: 15749871367  [Distress: , LIWC Sad: ]
Msg_id: 14534425116  [Distress: , LIWC Sad: ]
Msg_id: 16545912386  [Distress: , LIWC Sad: ]
Msg_id: 15176800385  [Distress: , LIWC Sad: ]
Msg_id: 14993713256  [Distress: , LIWC Sad: ]
Msg_id: 16497766803  [Distress: , depressive_feelings: ]
Msg_id: 14401473701  [Distress: , LIWC Sad: ]
Msg_id: 15908793536  [Distress: , depressive_feelings: ]
Msg_id: 16163041691  [Distress: , LIWC Sad: ]
Msg_id: 16011371092  [Distress: , LIWC Sad: ]
Msg_id: 14987226372  [Distress: , depressive_feelings: ]
Msg_id: 15689123918  [Distress: , depressive_feelings: ]
Msg_id: 14944032004  [Distress: , LIWC Sad: ]
Msg_id: 14373305164  [Distress: , LIWC Sad: ]
Msg_id: 15329954405  [Distress: , depressive_feelings: ]
Msg_id: 15640920811  [Distress: , LIWC Sad: ]
Msg_id: 14593771007  [Distress: , depression_symptoms: ]
Msg_id: 14947054313  [Distress: , LIWC Sad: ]
Msg_id: 14947586624  [Distress: , LIWC Sad: ]
